obp_algorithm,prp_algorithm,num_aisles,num_cross_aisles,num_storage_locations,time,code_instance,capacity_device,num_orders,num_batches,distance,type_experiment
FCFS,LGAP,10,3,900,259923,2l-20-45-2.txt,45,20,8,3088,WITH_ENCAPSULATION
RANDOM,LGAP,10,3,900,264317,2l-20-45-2.txt,45,20,7,2904,WITH_ENCAPSULATION
SOP,LGAP,10,3,900,379719,2l-20-45-2.txt,45,20,20,4960,WITH_ENCAPSULATION
G01,LGAP,10,3,900,295333,2l-20-45-2.txt,45,20,7,2903,WITH_ENCAPSULATION
G02,LGAP,10,3,900,277435,2l-20-45-2.txt,45,20,7,2982,WITH_ENCAPSULATION
G03,LGAP,10,3,900,628342,2l-20-45-2.txt,45,20,7,2893,WITH_ENCAPSULATION
FCFS,LGAP,10,3,900,251713,2l-20-45-3.txt,45,20,7,2985,WITH_ENCAPSULATION
RANDOM,LGAP,10,3,900,238816,2l-20-45-3.txt,45,20,7,3009,WITH_ENCAPSULATION
SOP,LGAP,10,3,900,358158,2l-20-45-3.txt,45,20,20,5035,WITH_ENCAPSULATION
G01,LGAP,10,3,900,274954,2l-20-45-3.txt,45,20,7,2903,WITH_ENCAPSULATION
G02,LGAP,10,3,900,267544,2l-20-45-3.txt,45,20,7,3026,WITH_ENCAPSULATION
G03,LGAP,10,3,900,575591,2l-20-45-3.txt,45,20,7,2986,WITH_ENCAPSULATION
FCFS,LGAP,10,3,900,260836,2l-20-45-4.txt,45,20,7,3090,WITH_ENCAPSULATION
RANDOM,LGAP,10,3,900,244528,2l-20-45-4.txt,45,20,7,2910,WITH_ENCAPSULATION
SOP,LGAP,10,3,900,368823,2l-20-45-4.txt,45,20,20,5074,WITH_ENCAPSULATION
G01,LGAP,10,3,900,287919,2l-20-45-4.txt,45,20,7,3060,WITH_ENCAPSULATION
G02,LGAP,10,3,900,281266,2l-20-45-4.txt,45,20,8,3270,WITH_ENCAPSULATION
G03,LGAP,10,3,900,620419,2l-20-45-4.txt,45,20,7,2909,WITH_ENCAPSULATION
FCFS,LGAP,10,3,900,269173,2l-20-45-5.txt,45,20,8,3100,WITH_ENCAPSULATION
RANDOM,LGAP,10,3,900,238810,2l-20-45-5.txt,45,20,7,2783,WITH_ENCAPSULATION
SOP,LGAP,10,3,900,361128,2l-20-45-5.txt,45,20,20,4915,WITH_ENCAPSULATION
G01,LGAP,10,3,900,284647,2l-20-45-5.txt,45,20,7,2724,WITH_ENCAPSULATION
G02,LGAP,10,3,900,279910,2l-20-45-5.txt,45,20,8,3115,WITH_ENCAPSULATION
G03,LGAP,10,3,900,588771,2l-20-45-5.txt,45,20,7,2772,WITH_ENCAPSULATION
FCFS,LGAP,10,3,900,272194,2l-20-45-6.txt,45,20,8,3056,WITH_ENCAPSULATION
RANDOM,LGAP,10,3,900,251827,2l-20-45-6.txt,45,20,7,2696,WITH_ENCAPSULATION
SOP,LGAP,10,3,900,367665,2l-20-45-6.txt,45,20,20,4789,WITH_ENCAPSULATION
G01,LGAP,10,3,900,292081,2l-20-45-6.txt,45,20,7,2790,WITH_ENCAPSULATION
G02,LGAP,10,3,900,302795,2l-20-45-6.txt,45,20,8,2997,WITH_ENCAPSULATION
G03,LGAP,10,3,900,638549,2l-20-45-6.txt,45,20,7,2843,WITH_ENCAPSULATION
FCFS,LGAP,10,3,900,242932,2l-20-45-7.txt,45,20,7,2854,WITH_ENCAPSULATION
RANDOM,LGAP,10,3,900,227246,2l-20-45-7.txt,45,20,6,2680,WITH_ENCAPSULATION
SOP,LGAP,10,3,900,353117,2l-20-45-7.txt,45,20,20,4841,WITH_ENCAPSULATION
G01,LGAP,10,3,900,265644,2l-20-45-7.txt,45,20,6,2674,WITH_ENCAPSULATION
G02,LGAP,10,3,900,256649,2l-20-45-7.txt,45,20,7,2858,WITH_ENCAPSULATION
G03,LGAP,10,3,900,557726,2l-20-45-7.txt,45,20,6,2634,WITH_ENCAPSULATION
FCFS,LGAP,10,3,900,296668,2l-20-45-8.txt,45,20,9,3217,WITH_ENCAPSULATION
RANDOM,LGAP,10,3,900,277143,2l-20-45-8.txt,45,20,8,3243,WITH_ENCAPSULATION
SOP,LGAP,10,3,900,387881,2l-20-45-8.txt,45,20,20,4898,WITH_ENCAPSULATION
G01,LGAP,10,3,900,312418,2l-20-45-8.txt,45,20,7,2913,WITH_ENCAPSULATION
G02,LGAP,10,3,900,331278,2l-20-45-8.txt,45,20,9,3392,WITH_ENCAPSULATION
G03,LGAP,10,3,900,670952,2l-20-45-8.txt,45,20,7,2962,WITH_ENCAPSULATION
FCFS,LGAP,10,3,900,296231,2l-20-45-9.txt,45,20,9,3362,WITH_ENCAPSULATION
RANDOM,LGAP,10,3,900,276300,2l-20-45-9.txt,45,20,8,3139,WITH_ENCAPSULATION
SOP,LGAP,10,3,900,388026,2l-20-45-9.txt,45,20,20,4997,WITH_ENCAPSULATION
G01,LGAP,10,3,900,303401,2l-20-45-9.txt,45,20,7,3005,WITH_ENCAPSULATION
G02,LGAP,10,3,900,314959,2l-20-45-9.txt,45,20,9,3422,WITH_ENCAPSULATION
G03,LGAP,10,3,900,665648,2l-20-45-9.txt,45,20,7,3002,WITH_ENCAPSULATION
FCFS,LGAP,10,3,900,286436,2l-20-45-10.txt,45,20,8,3379,WITH_ENCAPSULATION
RANDOM,LGAP,10,3,900,273397,2l-20-45-10.txt,45,20,8,3366,WITH_ENCAPSULATION
SOP,LGAP,10,3,900,397587,2l-20-45-10.txt,45,20,20,5380,WITH_ENCAPSULATION
G01,LGAP,10,3,900,310205,2l-20-45-10.txt,45,20,7,3183,WITH_ENCAPSULATION
G02,LGAP,10,3,900,321783,2l-20-45-10.txt,45,20,10,3868,WITH_ENCAPSULATION
G03,LGAP,10,3,900,654350,2l-20-45-10.txt,45,20,7,3057,WITH_ENCAPSULATION
FCFS,LGAP,10,3,900,306427,2l-20-45-11.txt,45,20,9,3501,WITH_ENCAPSULATION
RANDOM,LGAP,10,3,900,298674,2l-20-45-11.txt,45,20,9,3568,WITH_ENCAPSULATION
SOP,LGAP,10,3,900,411012,2l-20-45-11.txt,45,20,20,5379,WITH_ENCAPSULATION
G01,LGAP,10,3,900,333405,2l-20-45-11.txt,45,20,8,3300,WITH_ENCAPSULATION
G02,LGAP,10,3,900,328407,2l-20-45-11.txt,45,20,9,3468,WITH_ENCAPSULATION
G03,LGAP,10,3,900,717599,2l-20-45-11.txt,45,20,8,3298,WITH_ENCAPSULATION
FCFS,LGAP,10,3,900,288879,2l-20-45-12.txt,45,20,8,3186,WITH_ENCAPSULATION
RANDOM,LGAP,10,3,900,252062,2l-20-45-12.txt,45,20,7,3012,WITH_ENCAPSULATION
SOP,LGAP,10,3,900,374243,2l-20-45-12.txt,45,20,20,4921,WITH_ENCAPSULATION
G01,LGAP,10,3,900,291609,2l-20-45-12.txt,45,20,7,2924,WITH_ENCAPSULATION
G02,LGAP,10,3,900,287133,2l-20-45-12.txt,45,20,8,3146,WITH_ENCAPSULATION
G03,LGAP,10,3,900,627204,2l-20-45-12.txt,45,20,7,2944,WITH_ENCAPSULATION
FCFS,LGAP,10,3,900,279520,2l-20-45-13.txt,45,20,8,3172,WITH_ENCAPSULATION
RANDOM,LGAP,10,3,900,271002,2l-20-45-13.txt,45,20,8,3104,WITH_ENCAPSULATION
SOP,LGAP,10,3,900,378484,2l-20-45-13.txt,45,20,20,5092,WITH_ENCAPSULATION
G01,LGAP,10,3,900,298417,2l-20-45-13.txt,45,20,7,2872,WITH_ENCAPSULATION
G02,LGAP,10,3,900,297016,2l-20-45-13.txt,45,20,8,3016,WITH_ENCAPSULATION
G03,LGAP,10,3,900,655600,2l-20-45-13.txt,45,20,7,2918,WITH_ENCAPSULATION
FCFS,LGAP,10,3,900,252752,2l-20-45-14.txt,45,20,7,2753,WITH_ENCAPSULATION
RANDOM,LGAP,10,3,900,240791,2l-20-45-14.txt,45,20,7,2792,WITH_ENCAPSULATION
SOP,LGAP,10,3,900,362621,2l-20-45-14.txt,45,20,20,4634,WITH_ENCAPSULATION
G01,LGAP,10,3,900,287680,2l-20-45-14.txt,45,20,7,2662,WITH_ENCAPSULATION
G02,LGAP,10,3,900,269028,2l-20-45-14.txt,45,20,7,2888,WITH_ENCAPSULATION
G03,LGAP,10,3,900,580063,2l-20-45-14.txt,45,20,7,2836,WITH_ENCAPSULATION
FCFS,LGAP,10,3,900,230616,2l-20-45-15.txt,45,20,7,2706,WITH_ENCAPSULATION
RANDOM,LGAP,10,3,900,215297,2l-20-45-15.txt,45,20,6,2539,WITH_ENCAPSULATION
SOP,LGAP,10,3,900,337993,2l-20-45-15.txt,45,20,20,4589,WITH_ENCAPSULATION
G01,LGAP,10,3,900,247925,2l-20-45-15.txt,45,20,6,2430,WITH_ENCAPSULATION
G02,LGAP,10,3,900,233990,2l-20-45-15.txt,45,20,6,2430,WITH_ENCAPSULATION
G03,LGAP,10,3,900,536238,2l-20-45-15.txt,45,20,6,2414,WITH_ENCAPSULATION
FCFS,LGAP,10,3,900,257001,2l-20-45-16.txt,45,20,7,2762,WITH_ENCAPSULATION
RANDOM,LGAP,10,3,900,260499,2l-20-45-16.txt,45,20,7,2790,WITH_ENCAPSULATION
SOP,LGAP,10,3,900,370073,2l-20-45-16.txt,45,20,20,4875,WITH_ENCAPSULATION
G01,LGAP,10,3,900,288070,2l-20-45-16.txt,45,20,7,2794,WITH_ENCAPSULATION
G02,LGAP,10,3,900,273548,2l-20-45-16.txt,45,20,7,2824,WITH_ENCAPSULATION
G03,LGAP,10,3,900,615813,2l-20-45-16.txt,45,20,7,2848,WITH_ENCAPSULATION
FCFS,LGAP,10,3,900,303620,2l-20-45-17.txt,45,20,9,3586,WITH_ENCAPSULATION
RANDOM,LGAP,10,3,900,280174,2l-20-45-17.txt,45,20,8,3154,WITH_ENCAPSULATION
SOP,LGAP,10,3,900,390143,2l-20-45-17.txt,45,20,20,5325,WITH_ENCAPSULATION
G01,LGAP,10,3,900,327566,2l-20-45-17.txt,45,20,8,3326,WITH_ENCAPSULATION
G02,LGAP,10,3,900,319801,2l-20-45-17.txt,45,20,9,3494,WITH_ENCAPSULATION
G03,LGAP,10,3,900,690348,2l-20-45-17.txt,45,20,8,3230,WITH_ENCAPSULATION
FCFS,LGAP,10,3,900,301177,2l-20-45-18.txt,45,20,9,3595,WITH_ENCAPSULATION
RANDOM,LGAP,10,3,900,275558,2l-20-45-18.txt,45,20,8,3350,WITH_ENCAPSULATION
SOP,LGAP,10,3,900,392423,2l-20-45-18.txt,45,20,20,5314,WITH_ENCAPSULATION
G01,LGAP,10,3,900,322149,2l-20-45-18.txt,45,20,8,3282,WITH_ENCAPSULATION
G02,LGAP,10,3,900,310058,2l-20-45-18.txt,45,20,8,3344,WITH_ENCAPSULATION
G03,LGAP,10,3,900,699748,2l-20-45-18.txt,45,20,8,3246,WITH_ENCAPSULATION
FCFS,LGAP,10,3,900,233769,2l-20-45-19.txt,45,20,7,2779,WITH_ENCAPSULATION
RANDOM,LGAP,10,3,900,214465,2l-20-45-19.txt,45,20,6,2445,WITH_ENCAPSULATION
SOP,LGAP,10,3,900,341209,2l-20-45-19.txt,45,20,20,4329,WITH_ENCAPSULATION
G01,LGAP,10,3,900,260903,2l-20-45-19.txt,45,20,6,2463,WITH_ENCAPSULATION
G02,LGAP,10,3,900,236614,2l-20-45-19.txt,45,20,6,2464,WITH_ENCAPSULATION
G03,LGAP,10,3,900,529644,2l-20-45-19.txt,45,20,6,2462,WITH_ENCAPSULATION
FCFS,LGAP,10,3,900,290235,2l-20-45-20.txt,45,20,8,3281,WITH_ENCAPSULATION
RANDOM,LGAP,10,3,900,289659,2l-20-45-20.txt,45,20,8,3271,WITH_ENCAPSULATION
SOP,LGAP,10,3,900,402455,2l-20-45-20.txt,45,20,20,5258,WITH_ENCAPSULATION
G01,LGAP,10,3,900,322215,2l-20-45-20.txt,45,20,8,3158,WITH_ENCAPSULATION
G02,LGAP,10,3,900,334773,2l-20-45-20.txt,45,20,9,3438,WITH_ENCAPSULATION
G03,LGAP,10,3,900,701942,2l-20-45-20.txt,45,20,8,3331,WITH_ENCAPSULATION
FCFS,LGAP,10,3,900,309294,2l-20-45-21.txt,45,20,9,3770,WITH_ENCAPSULATION
RANDOM,LGAP,10,3,900,289422,2l-20-45-21.txt,45,20,8,3554,WITH_ENCAPSULATION
SOP,LGAP,10,3,900,415896,2l-20-45-21.txt,45,20,20,5462,WITH_ENCAPSULATION
G01,LGAP,10,3,900,333465,2l-20-45-21.txt,45,20,8,3365,WITH_ENCAPSULATION
G02,LGAP,10,3,900,330437,2l-20-45-21.txt,45,20,9,3700,WITH_ENCAPSULATION
G03,LGAP,10,3,900,716885,2l-20-45-21.txt,45,20,8,3385,WITH_ENCAPSULATION
FCFS,LGAP,10,3,900,256852,2l-20-45-22.txt,45,20,7,2924,WITH_ENCAPSULATION
RANDOM,LGAP,10,3,900,242889,2l-20-45-22.txt,45,20,7,2837,WITH_ENCAPSULATION
SOP,LGAP,10,3,900,360492,2l-20-45-22.txt,45,20,20,4907,WITH_ENCAPSULATION
G01,LGAP,10,3,900,282390,2l-20-45-22.txt,45,20,7,2738,WITH_ENCAPSULATION
G02,LGAP,10,3,900,268404,2l-20-45-22.txt,45,20,7,2899,WITH_ENCAPSULATION
G03,LGAP,10,3,900,587684,2l-20-45-22.txt,45,20,7,2832,WITH_ENCAPSULATION
FCFS,LGAP,10,3,900,326720,2l-20-45-23.txt,45,20,9,3582,WITH_ENCAPSULATION
RANDOM,LGAP,10,3,900,302632,2l-20-45-23.txt,45,20,9,3552,WITH_ENCAPSULATION
SOP,LGAP,10,3,900,404581,2l-20-45-23.txt,45,20,20,5402,WITH_ENCAPSULATION
G01,LGAP,10,3,900,341165,2l-20-45-23.txt,45,20,8,3312,WITH_ENCAPSULATION
G02,LGAP,10,3,900,344960,2l-20-45-23.txt,45,20,10,3776,WITH_ENCAPSULATION
G03,LGAP,10,3,900,712085,2l-20-45-23.txt,45,20,8,3372,WITH_ENCAPSULATION
FCFS,LGAP,10,3,900,245604,2l-20-45-24.txt,45,20,7,2684,WITH_ENCAPSULATION
RANDOM,LGAP,10,3,900,221575,2l-20-45-24.txt,45,20,6,2550,WITH_ENCAPSULATION
SOP,LGAP,10,3,900,348108,2l-20-45-24.txt,45,20,20,4404,WITH_ENCAPSULATION
G01,LGAP,10,3,900,259754,2l-20-45-24.txt,45,20,6,2630,WITH_ENCAPSULATION
G02,LGAP,10,3,900,252993,2l-20-45-24.txt,45,20,7,2784,WITH_ENCAPSULATION
G03,LGAP,10,3,900,558818,2l-20-45-24.txt,45,20,6,2500,WITH_ENCAPSULATION
FCFS,LGAP,10,3,900,313907,2l-20-45-25.txt,45,20,10,3475,WITH_ENCAPSULATION
RANDOM,LGAP,10,3,900,290805,2l-20-45-25.txt,45,20,8,3072,WITH_ENCAPSULATION
SOP,LGAP,10,3,900,391390,2l-20-45-25.txt,45,20,20,5110,WITH_ENCAPSULATION
G01,LGAP,10,3,900,327212,2l-20-45-25.txt,45,20,8,2996,WITH_ENCAPSULATION
G02,LGAP,10,3,900,329736,2l-20-45-25.txt,45,20,10,3582,WITH_ENCAPSULATION
G03,LGAP,10,3,900,684407,2l-20-45-25.txt,45,20,8,3008,WITH_ENCAPSULATION
FCFS,LGAP,10,3,900,312429,2l-20-45-26.txt,45,20,9,3392,WITH_ENCAPSULATION
RANDOM,LGAP,10,3,900,264017,2l-20-45-26.txt,45,20,7,2990,WITH_ENCAPSULATION
SOP,LGAP,10,3,900,410414,2l-20-45-26.txt,45,20,20,5135,WITH_ENCAPSULATION
G01,LGAP,10,3,900,301360,2l-20-45-26.txt,45,20,7,2924,WITH_ENCAPSULATION
G02,LGAP,10,3,900,313417,2l-20-45-26.txt,45,20,8,3135,WITH_ENCAPSULATION
G03,LGAP,10,3,900,631269,2l-20-45-26.txt,45,20,7,3022,WITH_ENCAPSULATION
FCFS,LGAP,10,3,900,261499,2l-20-45-27.txt,45,20,8,3055,WITH_ENCAPSULATION
RANDOM,LGAP,10,3,900,238272,2l-20-45-27.txt,45,20,7,2733,WITH_ENCAPSULATION
SOP,LGAP,10,3,900,354400,2l-20-45-27.txt,45,20,20,4840,WITH_ENCAPSULATION
G01,LGAP,10,3,900,282388,2l-20-45-27.txt,45,20,7,2724,WITH_ENCAPSULATION
G02,LGAP,10,3,900,277300,2l-20-45-27.txt,45,20,8,3031,WITH_ENCAPSULATION
G03,LGAP,10,3,900,592851,2l-20-45-27.txt,45,20,7,2803,WITH_ENCAPSULATION
FCFS,LGAP,10,3,900,325451,2l-20-45-28.txt,45,20,9,3838,WITH_ENCAPSULATION
RANDOM,LGAP,10,3,900,313851,2l-20-45-28.txt,45,20,9,3760,WITH_ENCAPSULATION
SOP,LGAP,10,3,900,416214,2l-20-45-28.txt,45,20,20,5448,WITH_ENCAPSULATION
G01,LGAP,10,3,900,375186,2l-20-45-28.txt,45,20,9,3710,WITH_ENCAPSULATION
G02,LGAP,10,3,900,363463,2l-20-45-28.txt,45,20,10,4008,WITH_ENCAPSULATION
G03,LGAP,10,3,900,771721,2l-20-45-28.txt,45,20,9,3788,WITH_ENCAPSULATION
FCFS,LGAP,10,3,900,308676,2l-20-45-29.txt,45,20,9,3627,WITH_ENCAPSULATION
RANDOM,LGAP,10,3,900,286863,2l-20-45-29.txt,45,20,8,3538,WITH_ENCAPSULATION
SOP,LGAP,10,3,900,408366,2l-20-45-29.txt,45,20,20,5478,WITH_ENCAPSULATION
G01,LGAP,10,3,900,332078,2l-20-45-29.txt,45,20,8,3476,WITH_ENCAPSULATION
G02,LGAP,10,3,900,336759,2l-20-45-29.txt,45,20,10,3790,WITH_ENCAPSULATION
G03,LGAP,10,3,900,707150,2l-20-45-29.txt,45,20,8,3321,WITH_ENCAPSULATION
FCFS,LGAP,10,3,900,283287,2l-20-45-30.txt,45,20,8,3200,WITH_ENCAPSULATION
RANDOM,LGAP,10,3,900,251265,2l-20-45-30.txt,45,20,7,3008,WITH_ENCAPSULATION
SOP,LGAP,10,3,900,370378,2l-20-45-30.txt,45,20,20,5036,WITH_ENCAPSULATION
G01,LGAP,10,3,900,292308,2l-20-45-30.txt,45,20,7,2998,WITH_ENCAPSULATION
G02,LGAP,10,3,900,285588,2l-20-45-30.txt,45,20,8,3205,WITH_ENCAPSULATION
G03,LGAP,10,3,900,630518,2l-20-45-30.txt,45,20,7,2961,WITH_ENCAPSULATION
FCFS,LGAP,10,3,900,279562,2l-20-45-31.txt,45,20,8,3224,WITH_ENCAPSULATION
RANDOM,LGAP,10,3,900,259733,2l-20-45-31.txt,45,20,7,2952,WITH_ENCAPSULATION
SOP,LGAP,10,3,900,384006,2l-20-45-31.txt,45,20,20,5000,WITH_ENCAPSULATION
G01,LGAP,10,3,900,299940,2l-20-45-31.txt,45,20,7,3004,WITH_ENCAPSULATION
G02,LGAP,10,3,900,297851,2l-20-45-31.txt,45,20,8,3122,WITH_ENCAPSULATION
G03,LGAP,10,3,900,667624,2l-20-45-31.txt,45,20,7,2896,WITH_ENCAPSULATION
FCFS,LGAP,10,3,900,274970,2l-20-45-32.txt,45,20,8,2945,WITH_ENCAPSULATION
RANDOM,LGAP,10,3,900,256521,2l-20-45-32.txt,45,20,7,2742,WITH_ENCAPSULATION
SOP,LGAP,10,3,900,373059,2l-20-45-32.txt,45,20,20,4700,WITH_ENCAPSULATION
G01,LGAP,10,3,900,300245,2l-20-45-32.txt,45,20,7,2781,WITH_ENCAPSULATION
G02,LGAP,10,3,900,289233,2l-20-45-32.txt,45,20,8,3023,WITH_ENCAPSULATION
G03,LGAP,10,3,900,633134,2l-20-45-32.txt,45,20,7,2754,WITH_ENCAPSULATION
FCFS,LGAP,10,3,900,275595,2l-20-45-33.txt,45,20,8,2988,WITH_ENCAPSULATION
RANDOM,LGAP,10,3,900,270083,2l-20-45-33.txt,45,20,8,3030,WITH_ENCAPSULATION
SOP,LGAP,10,3,900,381399,2l-20-45-33.txt,45,20,20,4847,WITH_ENCAPSULATION
G01,LGAP,10,3,900,302566,2l-20-45-33.txt,45,20,7,2736,WITH_ENCAPSULATION
G02,LGAP,10,3,900,342807,2l-20-45-33.txt,45,20,9,3232,WITH_ENCAPSULATION
G03,LGAP,10,3,900,664808,2l-20-45-33.txt,45,20,7,2868,WITH_ENCAPSULATION
FCFS,LGAP,10,3,900,270289,2l-20-45-34.txt,45,20,7,2914,WITH_ENCAPSULATION
RANDOM,LGAP,10,3,900,252639,2l-20-45-34.txt,45,20,7,2924,WITH_ENCAPSULATION
SOP,LGAP,10,3,900,367648,2l-20-45-34.txt,45,20,20,4949,WITH_ENCAPSULATION
G01,LGAP,10,3,900,290100,2l-20-45-34.txt,45,20,7,2896,WITH_ENCAPSULATION
G02,LGAP,10,3,900,289366,2l-20-45-34.txt,45,20,8,3192,WITH_ENCAPSULATION
G03,LGAP,10,3,900,619503,2l-20-45-34.txt,45,20,7,2784,WITH_ENCAPSULATION
FCFS,LGAP,10,3,900,263393,2l-20-45-35.txt,45,20,7,2990,WITH_ENCAPSULATION
RANDOM,LGAP,10,3,900,247660,2l-20-45-35.txt,45,20,7,2719,WITH_ENCAPSULATION
SOP,LGAP,10,3,900,364690,2l-20-45-35.txt,45,20,20,4921,WITH_ENCAPSULATION
G01,LGAP,10,3,900,297034,2l-20-45-35.txt,45,20,7,2832,WITH_ENCAPSULATION
G02,LGAP,10,3,900,278410,2l-20-45-35.txt,45,20,8,3088,WITH_ENCAPSULATION
G03,LGAP,10,3,900,584293,2l-20-45-35.txt,45,20,7,2898,WITH_ENCAPSULATION
FCFS,LGAP,10,3,900,267255,2l-20-45-36.txt,45,20,7,2957,WITH_ENCAPSULATION
RANDOM,LGAP,10,3,900,250790,2l-20-45-36.txt,45,20,7,2965,WITH_ENCAPSULATION
SOP,LGAP,10,3,900,368242,2l-20-45-36.txt,45,20,20,4824,WITH_ENCAPSULATION
G01,LGAP,10,3,900,290447,2l-20-45-36.txt,45,20,7,2871,WITH_ENCAPSULATION
G02,LGAP,10,3,900,277302,2l-20-45-36.txt,45,20,7,2830,WITH_ENCAPSULATION
G03,LGAP,10,3,900,623364,2l-20-45-36.txt,45,20,7,2884,WITH_ENCAPSULATION
FCFS,LGAP,10,3,900,275269,2l-20-45-37.txt,45,20,8,2954,WITH_ENCAPSULATION
RANDOM,LGAP,10,3,900,253169,2l-20-45-37.txt,45,20,7,2810,WITH_ENCAPSULATION
SOP,LGAP,10,3,900,379406,2l-20-45-37.txt,45,20,20,4580,WITH_ENCAPSULATION
G01,LGAP,10,3,900,327195,2l-20-45-37.txt,45,20,7,2776,WITH_ENCAPSULATION
G02,LGAP,10,3,900,458472,2l-20-45-37.txt,45,20,8,2898,WITH_ENCAPSULATION
G03,LGAP,10,3,900,1024925,2l-20-45-37.txt,45,20,7,2688,WITH_ENCAPSULATION
FCFS,LGAP,10,3,900,442746,2l-20-45-38.txt,45,20,8,3208,WITH_ENCAPSULATION
RANDOM,LGAP,10,3,900,432341,2l-20-45-38.txt,45,20,7,3055,WITH_ENCAPSULATION
SOP,LGAP,10,3,900,633365,2l-20-45-38.txt,45,20,20,5089,WITH_ENCAPSULATION
G01,LGAP,10,3,900,493434,2l-20-45-38.txt,45,20,7,2971,WITH_ENCAPSULATION
G02,LGAP,10,3,900,520474,2l-20-45-38.txt,45,20,8,3166,WITH_ENCAPSULATION
G03,LGAP,10,3,900,1050041,2l-20-45-38.txt,45,20,7,2993,WITH_ENCAPSULATION
FCFS,LGAP,10,3,900,422181,2l-20-45-39.txt,45,20,7,2700,WITH_ENCAPSULATION
RANDOM,LGAP,10,3,900,435050,2l-20-45-39.txt,45,20,7,2816,WITH_ENCAPSULATION
SOP,LGAP,10,3,900,658965,2l-20-45-39.txt,45,20,20,4639,WITH_ENCAPSULATION
G01,LGAP,10,3,900,511733,2l-20-45-39.txt,45,20,7,2776,WITH_ENCAPSULATION
G02,LGAP,10,3,900,496576,2l-20-45-39.txt,45,20,8,2996,WITH_ENCAPSULATION
G03,LGAP,10,3,900,1018311,2l-20-45-39.txt,45,20,7,2768,WITH_ENCAPSULATION
FCFS,LGAP,10,3,900,424579,3l-20-60-0.txt,60,20,6,2516,WITH_ENCAPSULATION
RANDOM,LGAP,10,3,900,430715,3l-20-60-0.txt,60,20,6,2443,WITH_ENCAPSULATION
SOP,LGAP,10,3,900,681190,3l-20-60-0.txt,60,20,20,4816,WITH_ENCAPSULATION
G01,LGAP,10,3,900,465050,3l-20-60-0.txt,60,20,6,2416,WITH_ENCAPSULATION
G02,LGAP,10,3,900,452219,3l-20-60-0.txt,60,20,6,2551,WITH_ENCAPSULATION
G03,LGAP,10,3,900,1106989,3l-20-60-0.txt,60,20,6,2293,WITH_ENCAPSULATION
FCFS,LGAP,10,3,900,359112,3l-20-60-1.txt,60,20,5,2404,WITH_ENCAPSULATION
RANDOM,LGAP,10,3,900,368694,3l-20-60-1.txt,60,20,5,2388,WITH_ENCAPSULATION
SOP,LGAP,10,3,900,608671,3l-20-60-1.txt,60,20,20,4902,WITH_ENCAPSULATION
G01,LGAP,10,3,900,432800,3l-20-60-1.txt,60,20,5,2306,WITH_ENCAPSULATION
G02,LGAP,10,3,900,454981,3l-20-60-1.txt,60,20,6,2618,WITH_ENCAPSULATION
G03,LGAP,10,3,900,981035,3l-20-60-1.txt,60,20,5,2346,WITH_ENCAPSULATION
FCFS,LGAP,10,3,900,393518,3l-20-60-2.txt,60,20,6,2648,WITH_ENCAPSULATION
RANDOM,LGAP,10,3,900,380434,3l-20-60-2.txt,60,20,5,2398,WITH_ENCAPSULATION
SOP,LGAP,10,3,900,615407,3l-20-60-2.txt,60,20,20,4809,WITH_ENCAPSULATION
G01,LGAP,10,3,900,445317,3l-20-60-2.txt,60,20,5,2386,WITH_ENCAPSULATION
G02,LGAP,10,3,900,462986,3l-20-60-2.txt,60,20,6,2658,WITH_ENCAPSULATION
G03,LGAP,10,3,900,1012968,3l-20-60-2.txt,60,20,5,2370,WITH_ENCAPSULATION
FCFS,LGAP,10,3,900,327780,3l-20-60-3.txt,60,20,5,2196,WITH_ENCAPSULATION
RANDOM,LGAP,10,3,900,305027,3l-20-60-3.txt,60,20,5,2116,WITH_ENCAPSULATION
SOP,LGAP,10,3,900,345501,3l-20-60-3.txt,60,20,20,4431,WITH_ENCAPSULATION
G01,LGAP,10,3,900,236096,3l-20-60-3.txt,60,20,5,2078,WITH_ENCAPSULATION
G02,LGAP,10,3,900,221460,3l-20-60-3.txt,60,20,5,2160,WITH_ENCAPSULATION
G03,LGAP,10,3,900,521112,3l-20-60-3.txt,60,20,5,2102,WITH_ENCAPSULATION
FCFS,LGAP,10,3,900,230281,3l-20-60-4.txt,60,20,5,2192,WITH_ENCAPSULATION
RANDOM,LGAP,10,3,900,209790,3l-20-60-4.txt,60,20,5,2081,WITH_ENCAPSULATION
SOP,LGAP,10,3,900,354969,3l-20-60-4.txt,60,20,20,4248,WITH_ENCAPSULATION
G01,LGAP,10,3,900,260189,3l-20-60-4.txt,60,20,5,2137,WITH_ENCAPSULATION
G02,LGAP,10,3,900,249959,3l-20-60-4.txt,60,20,6,2420,WITH_ENCAPSULATION
G03,LGAP,10,3,900,557470,3l-20-60-4.txt,60,20,5,2178,WITH_ENCAPSULATION
FCFS,LGAP,10,3,900,252502,3l-20-60-5.txt,60,20,6,2469,WITH_ENCAPSULATION
RANDOM,LGAP,10,3,900,227268,3l-20-60-5.txt,60,20,5,2396,WITH_ENCAPSULATION
SOP,LGAP,10,3,900,389443,3l-20-60-5.txt,60,20,20,4735,WITH_ENCAPSULATION
G01,LGAP,10,3,900,269594,3l-20-60-5.txt,60,20,5,2406,WITH_ENCAPSULATION
